movieId,title,genres,genre_list,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,num_ratings,avg_rating
1184,Mediterraneo (1991),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3.93
1185,My Left Foot (1989),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3.95
1186,"Sex, Lies, and Videotape (1989)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,3.59
1187,Passion Fish (1992),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.6
1188,Strictly Ballroom (1992),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,3.66
1189,"Thin Blue Line, The (1988)",Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4.0
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,3.17
1191,Madonna: Truth or Dare (1991),Documentary|Musical,"['Documentary', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,3.5
1192,Paris Is Burning (1990),Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5
1193,One Flew Over the Cuckoo's Nest (1975),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,133,4.2
1194,Cheech and Chong's Up in Smoke (1978),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.59
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,211,4.22
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,142,4.23
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,"['Action', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.21
1199,Brazil (1985),Fantasy|Sci-Fi,"['Fantasy', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59,4.18
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,126,3.96
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,"['Action', 'Adventure', 'Western']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4.15
1202,Withnail & I (1987),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.86
1203,12 Angry Men (1957),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,4.15
1204,Lawrence of Arabia (1962),Adventure|Drama|War,"['Adventure', 'Drama', 'War']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,4.3
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,120,4.0
1207,To Kill a Mockingbird (1962),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,4.12
1208,Apocalypse Now (1979),Action|Drama|War,"['Action', 'Drama', 'War']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,107,4.22
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,"['Action', 'Drama', 'Western']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,4.31
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,4.14
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,"['Drama', 'Fantasy', 'Romance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,13,3.88
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,"['Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,24,4.23
1213,Goodfellas (1990),Crime|Drama,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,126,4.25
1214,Alien (1979),Horror|Sci-Fi,"['Horror', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146,3.97
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,51,4.04
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,"['Adventure', 'Drama', 'Romance']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,3.45
1217,Ran (1985),Drama|War,"['Drama', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,4.43
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,4.0
1219,Psycho (1960),Crime|Horror,"['Crime', 'Horror']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83,4.04
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,"['Action', 'Comedy', 'Musical']",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,3.81
1221,"Godfather: Part II, The (1974)",Crime|Drama,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,129,4.26
1222,Full Metal Jacket (1987),Drama|War,"['Drama', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,102,4.1
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,"['Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,4.09
1224,Henry V (1989),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,19,4.0
1225,Amadeus (1984),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,4.18
1226,"Quiet Man, The (1952)",Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,3.5
1227,Once Upon a Time in America (1984),Crime|Drama,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,4.06
1228,Raging Bull (1980),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,4.19
1230,Annie Hall (1977),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,3.87
1231,"Right Stuff, The (1983)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,3.86
1232,Stalker (1979),Drama|Mystery|Sci-Fi,"['Drama', 'Mystery', 'Sci-Fi']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,8,3.62
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,"['Action', 'Drama', 'War']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40,4.21
1234,"Sting, The (1973)",Comedy|Crime,"['Comedy', 'Crime']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3.98
1235,Harold and Maude (1971),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,4.29
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,4.22
1238,Local Hero (1983),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.06
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,131,3.9
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,"['Comedy', 'Fantasy', 'Horror']",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,4.05
1242,Glory (1989),Drama|War,"['Drama', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,41,4.17
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,3.97
1244,Manhattan (1979),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33,4.11
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,20,4.22
1246,Dead Poets Society (1989),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,3.96
1247,"Graduate, The (1967)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,79,4.06
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,"['Crime', 'Film-Noir', 'Thriller']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,17,4.26
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,"['Action', 'Crime', 'Romance', 'Thriller']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,35,4.07
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,"['Adventure', 'Drama', 'War']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,45,4.12
1251,8 1/2 (8½) (1963),Drama|Fantasy,"['Drama', 'Fantasy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14,4.07
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,59,4.21
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,"['Drama', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25,3.82
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,"['Action', 'Adventure', 'Drama', 'Western']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,3.66
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,"['Comedy', 'Horror', 'Sci-Fi']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3.0
1256,Duck Soup (1933),Comedy|Musical|War,"['Comedy', 'Musical', 'War']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,3.8
1257,Better Off Dead... (1985),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,3.69
1258,"Shining, The (1980)",Horror,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109,4.08
1259,Stand by Me (1986),Adventure|Drama,"['Adventure', 'Drama']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,4.01
1260,M (1931),Crime|Film-Noir|Thriller,"['Crime', 'Film-Noir', 'Thriller']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15,3.73
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,"['Action', 'Comedy', 'Fantasy', 'Horror']",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,34,4.04
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,"['Action', 'Adventure', 'Drama', 'War']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43,4.13
1263,"Deer Hunter, The (1978)",Drama|War,"['Drama', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43,3.83
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5,3.8
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,"['Comedy', 'Fantasy', 'Romance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,143,3.94
1266,Unforgiven (1992),Drama|Western,"['Drama', 'Western']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45,4.11
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,"['Crime', 'Thriller', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,30,4.25
1268,Pump Up the Volume (1990),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3.61
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,"['Comedy', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29,3.88
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,"['Adventure', 'Comedy', 'Sci-Fi']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171,4.04
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,3.5
1272,Patton (1970),Drama|War,"['Drama', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33,4.12
1273,Down by Law (1986),Comedy|Drama|Film-Noir,"['Comedy', 'Drama', 'Film-Noir']",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,4.05
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,"['Action', 'Adventure', 'Animation', 'Sci-Fi']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3.74
1275,Highlander (1986),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,3.73
1276,Cool Hand Luke (1967),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,4.27
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,4.12
1278,Young Frankenstein (1974),Comedy|Fantasy,"['Comedy', 'Fantasy']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,3.99
1279,Night on Earth (1991),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4.12
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4.33
1281,"Great Dictator, The (1940)",Comedy|Drama|War,"['Comedy', 'Drama', 'War']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,4.13
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,"['Animation', 'Children', 'Fantasy', 'Musical']",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,53,3.78
1283,High Noon (1952),Drama|Western,"['Drama', 'Western']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,4.21
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,"['Crime', 'Film-Noir', 'Mystery']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,14,4.14
1285,Heathers (1989),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3.73
1286,Somewhere in Time (1980),Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,3.07
1287,Ben-Hur (1959),Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,3.94
1288,This Is Spinal Tap (1984),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4.02
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3.86
1290,Some Kind of Wonderful (1987),Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,3.35
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,"['Action', 'Adventure']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4.05
1292,Being There (1979),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,3.95
1293,Gandhi (1982),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,3.83
1295,"Unbearable Lightness of Being, The (1988)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,3.23
1296,"Room with a View, A (1986)",Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,3.71
1297,Real Genius (1985),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.68
1298,Pink Floyd: The Wall (1982),Drama|Musical,"['Drama', 'Musical']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,3.76
1299,"Killing Fields, The (1984)",Drama|War,"['Drama', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28,4.02
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4.17
1301,Forbidden Planet (1956),Drama|Sci-Fi,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,3.81
1302,Field of Dreams (1989),Children|Drama|Fantasy,"['Children', 'Drama', 'Fantasy']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,3.52
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,"['Adventure', 'Drama']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,4.03
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,"['Action', 'Western']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,3.94
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,"['Adventure', 'Drama', 'Sci-Fi']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,2.7
1307,When Harry Met Sally... (1989),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,3.86
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,47,3.15
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,"['Comedy', 'Horror', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,23,3.41
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,15,2.63
1333,"Birds, The (1963)",Horror|Thriller,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44,3.6
1334,"Blob, The (1958)",Horror|Sci-Fi,"['Horror', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3.0
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,"['Fantasy', 'Horror', 'Romance', 'Thriller']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,29,3.47
1342,Candyman (1992),Horror|Thriller,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,2.5
1343,Cape Fear (1991),Thriller,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,3.78
1344,Cape Fear (1962),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,14,3.96
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,"['Drama', 'Fantasy', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,36,3.35
1346,Cat People (1982),Drama|Fantasy|Horror,"['Drama', 'Fantasy', 'Horror']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8,2.81
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27,3.0
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,3.53
1350,"Omen, The (1976)",Horror|Mystery|Thriller,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,22,3.82
1354,Breaking the Waves (1996),Drama|Mystery,"['Drama', 'Mystery']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,4.07
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,91,3.88
1357,Shine (1996),Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,4.0
1358,Sling Blade (1996),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,3.84
1359,Jingle All the Way (1996),Children|Comedy,"['Children', 'Comedy']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.86
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4.08
1363,"Preacher's Wife, The (1996)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.5
1365,Ridicule (1996),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3.58
1366,"Crucible, The (1996)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.9
1367,101 Dalmatians (1996),Adventure|Children|Comedy,"['Adventure', 'Children', 'Comedy']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3.07
1370,Die Hard 2 (1990),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,3.4
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,"['Adventure', 'Sci-Fi']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,3.04
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,"['Action', 'Mystery', 'Sci-Fi']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,42,3.35
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,"['Action', 'Sci-Fi']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,2.67
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,62,3.77
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,3.26
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,"['Adventure', 'Comedy', 'Sci-Fi']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,3.48
1377,Batman Returns (1992),Action|Crime,"['Action', 'Crime']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.02
1378,Young Guns (1988),Action|Comedy|Western,"['Action', 'Comedy', 'Western']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,3.1
1379,Young Guns II (1990),Action|Western,"['Action', 'Western']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3.0
1380,Grease (1978),Comedy|Musical|Romance,"['Comedy', 'Musical', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,68,3.14
